Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Fuselage,Composite,18,Used,Europe,Embraer,A320,Aircraft Maintenance,121,107,9548,422,288,151,2112,151,93.0525678161344,7.28613033328283,2.99780592391126,0.88615463420817,79.4931198324612,13.8077776495085,14,9126,137,1961,4.28832440937157,88.6154634208171,79.4931198324612
Avionics,Composite,2,New,South America,Boeing,A320,Art Installations,516,29,8763,369,647,87,821,197,81.8346579739376,7.75099769706205,4.39833408813205,0.210178679608026,34.8270303793241,99.6917756372648,487,8394,560,624,3.35266360892999,21.0178679608026,34.8270303793241
Wing,Aluminum,6,New,North America,Airbus,Citation X,Building Materials,610,162,3886,626,858,56,1256,367,90.818232423835,3.46699342544214,3.19132070879104,0.897816092636623,71.2679340517778,23.6726507954562,448,3260,802,889,0.275672716651102,89.7816092636623,71.2679340517778
Landing Gear,Composite,24,New,Europe,Bombardier,737,Art Installations,229,113,3228,836,256,139,4430,336,76.845427124984,1.72227317722093,4.47939727586501,0.702418175306459,22.2874190394862,89.0788247722252,116,2392,117,4094,-2.75712409864408,70.2418175306459,22.2874190394862
Engine,Titanium,21,Used,Australia,Cessna,A320,Automotive Components,483,20,5531,248,112,88,1282,250,83.0502664539147,1.95812494676423,4.49427459782337,0.681676344077704,25.9909387362826,95.8600070190779,463,5283,24,1032,-2.53614965105914,68.1676344077704,25.9909387362826
Fuselage,Steel,42,New,Australia,Cessna,737,Aircraft Maintenance,865,26,4056,220,663,97,3486,100,78.2276509818063,4.25755168344746,4.92934510325754,0.509983842114459,45.0449383305532,51.0656168408356,839,3836,566,3386,-0.671793419810078,50.9983842114459,45.0449383305532
Avionics,Composite,20,New,Asia,Embraer,CRJ900,Furniture,520,117,6590,845,725,186,1681,277,70.8502983852515,7.32052510614528,2.45112759175913,0.337793045833509,76.922642283964,70.6456423855387,403,5745,539,1404,4.86939751438614,33.7793045833509,76.922642283964
Fuselage,Aluminum,12,Used,Asia,Gulfstream,737,Aircraft Maintenance,855,105,9570,978,602,182,2617,190,73.120125243311,7.79156293406378,4.51995312015795,0.0812241040770886,82.3774831911842,13.5407730957996,750,8592,420,2427,3.27160981390583,8.12241040770887,82.3774831911842
Engine,Composite,15,New,South America,Airbus,737,Building Materials,365,30,2046,582,288,188,3197,178,52.3534499219611,4.63634523811472,2.85185836157707,0.649749665867107,87.9353461628806,37.2368316741494,335,1464,100,3019,1.78448687653764,64.9749665867107,87.9353461628806
Landing Gear,Aluminum,47,Used,Europe,Embraer,A320,Aircraft Maintenance,811,129,5635,365,305,86,1215,446,93.4754873144794,6.70457966389816,1.83509813433213,0.739271427947207,38.7216334214644,83.7776464772988,682,5270,219,769,4.86948152956603,73.9271427947207,38.7216334214644
Avionics,Steel,49,Used,Australia,Cessna,737,Art Installations,346,67,6143,288,275,164,3925,344,61.2629085993726,3.2882656244278,4.47690638630516,0.562841105899706,91.1177599418599,33.8879720145426,279,5855,111,3581,-1.18864076187735,56.2841105899706,91.1177599418599
Avionics,Aluminum,4,Used,Australia,Cessna,Citation X,Furniture,310,127,5949,732,651,147,2367,363,63.5076052780031,9.96253861387049,4.75367376316808,0.192456599143091,5.93328051504375,26.4773173695116,183,5217,504,2004,5.20886485070241,19.2456599143091,5.93328051504375
Wing,Composite,32,New,Europe,Cessna,CRJ900,Automotive Components,791,53,1063,460,913,131,3303,333,89.0523193208708,5.16208271004675,3.78702734763016,0.0661043617701776,53.3153921879449,36.0706958468385,738,603,782,2970,1.37505536241659,6.61043617701776,53.3153921879449
Wing,Steel,0,Used,South America,Gulfstream,G650,Art Installations,885,181,7946,559,528,164,2734,480,56.888491446612,9.93618638547515,1.61289618817473,0.204506978900223,95.5978328411309,59.0894134128959,704,7387,364,2254,8.32329019730041,20.4506978900223,95.5978328411309
Engine,Steel,24,New,North America,Airbus,A320,Furniture,914,103,1800,643,947,92,4080,131,71.1576138685155,3.41787401243039,3.59108058013346,0.54709856915751,68.9876372843495,80.7056895997937,811,1157,855,3949,-0.173206567703066,54.709856915751,68.9876372843495
Avionics,Steel,0,New,North America,Airbus,E175,Building Materials,982,56,3159,562,710,66,3307,121,82.3585754110917,6.2865851478152,3.12207782531992,0.200372129178784,54.9115464916028,27.2901282441502,926,2597,644,3186,3.16450732249528,20.0372129178784,54.9115464916028
Fuselage,Composite,9,New,Australia,Embraer,Citation X,Art Installations,243,82,8420,828,515,131,4929,328,88.6170651727804,7.32347152145176,4.64563251748821,0.526440322195485,87.2659580675208,92.9189471692535,161,7592,384,4601,2.67783900396354,52.6440322195485,87.2659580675208
Wing,Titanium,32,Used,Australia,Cessna,Citation X,Building Materials,383,119,9043,761,342,77,2808,480,86.4174194498121,3.68665306173041,2.18366873688665,0.890687881850116,95.4832870548169,83.761514186514,264,8282,265,2328,1.50298432484376,89.0687881850116,95.4832870548169
Engine,Steel,0,Used,Europe,Airbus,CRJ900,Aircraft Maintenance,943,129,4681,747,202,110,517,389,50.3129574008357,4.84045940812829,4.9390159298345,0.345453738032047,16.8094660672407,76.2719748210001,814,3934,92,128,-0.0985565217062145,34.5453738032047,16.8094660672407
Engine,Aluminum,17,Used,South America,Cessna,E175,Automotive Components,903,62,1659,942,284,125,1275,139,54.7030876213307,6.11976682209832,1.09758158851428,0.645245774125091,56.4234297396467,52.6612510451029,841,717,159,1136,5.02218523358404,64.5245774125091,56.4234297396467
Fuselage,Aluminum,30,New,Europe,Gulfstream,G650,Aircraft Maintenance,857,44,8864,518,679,51,508,490,77.8825828127235,9.47330643912675,2.7498269060224,0.192207120977274,87.6309964810863,92.9002040186908,813,8346,628,18,6.72347953310435,19.2207120977274,87.6309964810863
Landing Gear,Composite,48,New,Asia,Cessna,E175,Art Installations,748,32,6135,817,614,191,909,468,77.5438260534719,5.41795104729424,3.65006150645026,0.66880498656598,38.4365623180442,68.4522592116526,716,5318,423,441,1.76788954084397,66.880498656598,38.4365623180442
Wing,Steel,44,Used,South America,Cessna,E175,Art Installations,220,132,7672,828,239,97,688,238,84.9975351986789,8.61357074957843,2.9427151192922,0.983229155191308,82.8303368419738,15.4885204674489,88,6844,142,450,5.67085563028623,98.3229155191308,82.8303368419738
Wing,Steel,22,Used,North America,Airbus,A320,Furniture,755,154,2566,216,331,69,3994,387,60.1425589048634,8.70676457312021,3.21937464200811,0.484245059329848,23.9363180874828,6.89186023100175,601,2350,262,3607,5.4873899311121,48.4245059329848,23.9363180874828
Wing,Steel,34,New,Europe,Boeing,Citation X,Art Installations,746,194,2924,558,648,77,4786,245,51.3893995367761,3.68078704297039,1.43392377422603,0.0207056264540934,8.33731452950532,16.6502440119335,552,2366,571,4541,2.24686326874435,2.07056264540934,8.33731452950532
Landing Gear,Titanium,37,Used,Africa,Bombardier,737,Aircraft Maintenance,250,124,8230,273,594,69,2035,319,68.1504000065847,2.16791145124626,3.90899790274847,0.123308354449674,52.2481005462356,24.5373871598948,126,7957,525,1716,-1.7410864515022,12.3308354449674,52.2481005462356
Landing Gear,Steel,14,New,Europe,Gulfstream,737,Art Installations,365,138,3204,520,142,177,4491,255,70.8692366478405,4.83017355979543,2.53973231931496,0.231727443670705,18.222763604021,21.6350869183229,227,2684,-35,4236,2.29044124048046,23.1727443670705,18.222763604021
Landing Gear,Aluminum,22,Used,Europe,Airbus,Citation X,Art Installations,486,194,3030,706,883,83,3344,111,92.0263905211323,2.83797310123265,2.16672590591092,0.0673586857273158,18.6835658270341,17.3723393924093,292,2324,800,3233,0.671247195321737,6.73586857273158,18.6835658270341
Landing Gear,Steel,12,New,Australia,Embraer,A320,Automotive Components,732,154,3411,338,352,144,3447,203,59.2996053522258,4.32208828372202,4.24700703982595,0.54959474163675,90.9881690159071,69.7799615626321,578,3073,208,3244,0.0750812438960721,54.959474163675,90.9881690159071
Avionics,Composite,16,New,North America,Boeing,E175,Art Installations,513,176,4655,918,919,180,1026,497,78.8980880707754,5.32737311257371,4.41431050481868,0.75429658897164,60.2738871432929,1.44074815493298,337,3737,739,529,0.913062607755027,75.429658897164,60.2738871432929
Fuselage,Titanium,37,New,Asia,Gulfstream,G650,Aircraft Maintenance,869,95,1943,234,828,98,1865,451,94.1651439175144,9.00908172621797,4.89710394502387,0.126009579361861,87.1745560762625,30.9047076989012,774,1709,730,1414,4.11197778119409,12.6009579361861,87.1745560762625
Fuselage,Aluminum,32,Used,Africa,Boeing,E175,Art Installations,958,198,9032,246,414,48,4708,363,71.5210070651621,6.98659497962774,2.88355517190278,0.190561297621372,25.0118210101007,68.9839089044572,760,8786,366,4345,4.10303980772496,19.0561297621372,25.0118210101007
Landing Gear,Steel,25,New,Europe,Cessna,Citation X,Building Materials,244,36,4865,736,752,42,2019,152,91.8082031732094,8.91413192500935,3.22356054523608,0.0732632302930429,14.7920965938093,49.3127084931866,208,4129,710,1867,5.69057137977327,7.32632302930429,14.7920965938093
Landing Gear,Aluminum,48,Used,Europe,Embraer,E175,Aircraft Maintenance,188,119,4855,771,953,114,4476,235,92.8043828715737,8.37654876440181,4.22542265179799,0.955793060979552,18.2157431033229,2.44894032505933,69,4084,839,4241,4.15112611260382,95.5793060979552,18.2157431033229
Avionics,Aluminum,13,Used,North America,Cessna,737,Building Materials,978,163,1793,780,500,99,1704,200,86.6018034716191,4.62496522835869,1.92004336586205,0.677780076727783,66.6261891005313,21.2251465151071,815,1013,401,1504,2.70492186249663,67.7780076727783,66.6261891005313
Landing Gear,Steel,42,Used,North America,Boeing,CRJ900,Building Materials,495,182,2956,928,409,61,1270,406,87.8930743171138,9.086061387359,1.16913944239574,0.408160287255287,24.9351332567865,0.796161449614085,313,2028,348,864,7.91692194496326,40.8160287255287,24.9351332567865
Fuselage,Aluminum,43,New,Africa,Bombardier,737,Building Materials,970,151,2219,422,776,52,3542,103,60.4501055126288,9.66787961261027,1.54124590213782,0.791166862504014,31.8800486919994,51.9745881532986,819,1797,724,3439,8.12663371047244,79.1166862504014,31.8800486919994
Fuselage,Titanium,37,Used,Africa,Bombardier,A320,Furniture,921,187,1624,501,239,163,1203,289,68.4303702848901,5.52028886295391,3.22246901683917,0.720481793981267,57.3623877906429,89.3728137825845,734,1123,76,914,2.29781984611474,72.0481793981267,57.3623877906429
Landing Gear,Composite,26,New,North America,Cessna,CRJ900,Art Installations,890,45,5285,552,862,175,4028,488,68.7291829757566,2.02451255453355,4.96608583533498,0.459027905479864,94.0875150848914,18.6200214104427,845,4733,687,3540,-2.94157328080142,45.9027905479864,94.0875150848914
Landing Gear,Steel,3,Used,Africa,Bombardier,Citation X,Automotive Components,509,192,7766,724,782,77,3933,164,58.8388884850506,6.34052448969069,1.91527634528549,0.389908763071234,49.8279956874458,17.7259429020977,317,7042,705,3769,4.4252481444052,38.9908763071234,49.8279956874458
Fuselage,Aluminum,1,New,Australia,Cessna,737,Building Materials,810,178,5863,214,382,65,4105,116,82.8913241954541,8.64999191866579,4.03240336211603,0.11760901225295,21.8627538150302,28.6810076451491,632,5649,317,3989,4.61758855654976,11.760901225295,21.8627538150302
Fuselage,Steel,49,New,Australia,Cessna,Citation X,Automotive Components,733,148,6914,823,292,55,3183,198,67.06464494602,5.05434106940191,4.74766431246663,0.429707263233013,29.7500048547383,5.89489144937703,585,6091,237,2985,0.306676756935282,42.9707263233013,29.7500048547383
Engine,Composite,0,New,Europe,Airbus,737,Building Materials,675,59,4396,863,280,176,1426,423,72.3644271970565,7.26332673915759,1.50201545663042,0.573541748218094,39.9351402442264,84.5919385134391,616,3533,104,1003,5.76131128252717,57.3541748218094,39.9351402442264
Fuselage,Titanium,40,New,South America,Boeing,G650,Automotive Components,828,103,5547,581,647,152,4177,478,84.242932090431,6.29362713493601,1.36687362993461,0.195751892513506,79.3979095605746,27.4545873982871,725,4966,495,3699,4.92675350500139,19.5751892513506,79.3979095605746
Wing,Composite,37,Used,Europe,Embraer,737,Art Installations,615,103,2799,609,567,133,1136,384,91.0579812183979,9.37064710638195,4.53619910067234,0.158180390587858,55.020519835014,69.8707759390207,512,2190,434,752,4.8344480057096,15.8180390587858,55.020519835014
Landing Gear,Aluminum,9,New,Africa,Boeing,Citation X,Automotive Components,862,73,3867,341,214,110,4940,191,53.6739298902204,9.59304983366615,1.09564967777229,0.440604095240637,6.32997181421043,81.9582341810407,789,3526,104,4749,8.49740015589386,44.0604095240637,6.32997181421043
Engine,Composite,36,Used,North America,Embraer,A320,Furniture,993,74,4133,501,479,21,539,412,88.1881430818178,2.3228884246116,4.56312308448531,0.390615874032936,47.5422669247995,14.0375275746823,919,3632,458,127,-2.24023465987371,39.0615874032936,47.5422669247995
Fuselage,Titanium,12,New,North America,Gulfstream,G650,Building Materials,804,48,9881,778,416,26,3788,174,58.8782229289604,8.77002911664504,3.36625766298539,0.800806175344989,29.0655269912109,6.83148412234234,756,9103,390,3614,5.40377145365964,80.0806175344989,29.0655269912109
Wing,Composite,15,Used,Europe,Boeing,Citation X,Art Installations,218,166,2742,803,255,91,2257,408,85.1235064380065,3.83890842473463,1.44374924492794,0.993194368962233,42.7706724676758,9.09483395034696,52,1939,164,1849,2.39515917980668,99.3194368962233,42.7706724676758
Fuselage,Steel,49,Used,Europe,Airbus,737,Art Installations,193,54,1965,960,161,120,1509,375,80.324905368201,2.72754730751963,4.40128167793514,0.534298520516714,6.8013636344722,60.2407652342856,139,1005,41,1134,-1.67373437041551,53.4298520516714,6.8013636344722
Wing,Titanium,46,Used,Africa,Airbus,E175,Aircraft Maintenance,773,120,2711,410,397,103,4559,135,61.5643108961539,7.81278534317975,3.69149089988926,0.85379503615959,90.4208484380179,87.3099173445016,653,2301,294,4424,4.12129444329049,85.379503615959,90.4208484380179
Fuselage,Composite,13,Used,Europe,Airbus,G650,Building Materials,577,141,6816,726,316,60,2188,449,62.7671367403194,8.82995435847821,1.77649883512987,0.524078702227306,39.4506306589667,80.4059794300078,436,6090,256,1739,7.05345552334833,52.4078702227306,39.4506306589667
Engine,Composite,22,Used,Asia,Bombardier,Citation X,Aircraft Maintenance,723,50,9640,529,405,136,502,349,67.868767570426,6.0393576923672,1.09776711240353,0.199543896349628,29.309357085929,40.6122761779953,673,9111,269,153,4.94159057996367,19.9543896349628,29.309357085929
Landing Gear,Aluminum,23,New,South America,Bombardier,E175,Building Materials,209,166,8506,874,451,64,3258,482,51.556519371031,1.59800767542335,2.32543597010174,0.929659107332589,93.9359368821118,29.8861023280171,43,7632,387,2776,-0.727428294678381,92.9659107332589,93.9359368821118
Wing,Composite,45,Used,Australia,Embraer,G650,Building Materials,339,34,2510,266,633,131,909,340,67.0772314729981,4.93414021148915,1.69260517658066,0.925263300806651,67.5870376079266,35.3085268898015,305,2244,502,569,3.24153503490848,92.5263300806651,67.5870376079266
Engine,Steel,17,Used,Europe,Gulfstream,737,Art Installations,168,199,7089,358,685,90,1455,333,58.5286802853895,2.65438063022162,1.89783051372511,0.375007906019671,60.5761249033319,17.5971086302926,-31,6731,595,1122,0.756550116496507,37.5007906019671,60.5761249033319
Landing Gear,Aluminum,4,New,Asia,Gulfstream,Citation X,Art Installations,116,185,3285,274,435,180,4350,414,88.0032492512847,2.27957376952665,3.83107237854872,0.453834741536609,70.7310676078407,9.74174815853082,-69,3011,255,3936,-1.55149860902207,45.3834741536609,70.7310676078407
Wing,Titanium,25,New,Australia,Airbus,CRJ900,Building Materials,766,60,3310,312,957,134,3467,158,65.5947279129858,1.03155951248563,3.39107032413516,0.889422331864522,39.2231414057889,44.9942745300049,706,2998,823,3309,-2.35951081164952,88.9422331864522,39.2231414057889
Landing Gear,Steel,6,Used,Australia,Cessna,CRJ900,Furniture,893,80,8571,879,283,178,1992,267,80.6366456338199,1.65977877414024,4.03486450323598,0.402669560808172,65.330863851586,58.46595874605,813,7692,105,1725,-2.37508572909574,40.2669560808172,65.330863851586
Avionics,Aluminum,35,Used,Asia,Airbus,CRJ900,Aircraft Maintenance,859,37,8253,627,756,93,3609,427,69.5286981038516,2.25372362086146,3.61782427114549,0.417388537241996,42.6930111586222,84.2449990718661,822,7626,663,3182,-1.36410065028402,41.7388537241996,42.6930111586222
Fuselage,Steel,12,Used,South America,Bombardier,737,Automotive Components,717,180,5059,731,582,97,3474,110,90.39291761488,2.32350825876137,4.87956808803734,0.916132880751556,5.49628981527669,36.6690137815375,537,4328,485,3364,-2.55605982927596,91.6132880751556,5.49628981527669
Wing,Steel,17,Used,Europe,Boeing,Citation X,Aircraft Maintenance,511,70,8464,531,636,120,1459,444,52.0063233648386,7.0105969638208,4.61127601407302,0.627286171738706,53.4504152174316,43.6154211798635,441,7933,516,1015,2.39932094974777,62.7286171738706,53.4504152174316
Fuselage,Steel,1,New,Africa,Boeing,Citation X,Furniture,990,154,7497,886,764,51,4055,474,75.4888784724651,7.80826492367752,2.52926040166186,0.587155884237214,77.5267107833383,86.7503614683115,836,6611,713,3581,5.27900452201566,58.7155884237214,77.5267107833383
Fuselage,Aluminum,14,New,Asia,Cessna,A320,Aircraft Maintenance,825,143,8346,353,717,36,810,341,76.7776678997223,2.18485997846236,4.91471038874021,0.855516181559953,20.5509512094322,28.9175340340402,682,7993,681,469,-2.72985041027785,85.5516181559953,20.5509512094322
Avionics,Aluminum,41,Used,Asia,Gulfstream,CRJ900,Furniture,948,150,7805,980,160,63,1140,169,74.6296098054326,5.70994961703646,4.60098691848116,0.554699136184001,65.0920948213419,73.1232942493839,798,6825,97,971,1.10896269855529,55.4699136184001,65.0920948213419
Engine,Aluminum,28,New,North America,Bombardier,Citation X,Building Materials,160,174,8003,847,430,110,755,456,64.7827097322039,5.27418989193993,1.51991882761425,0.969998836347236,31.5588174209063,0.808720421595454,-14,7156,320,299,3.75427106432568,96.9998836347236,31.5588174209063
